"Comment","Class"
"NEED SCHENGEN VISA FOR 5 PERSONS -TOURIST","false"
"I wanted to apply for work permit so can you guide me through the process please","false"
"Need to apply for schengen visa","false"
"Test 77777","false"
"I need visa appointment to US embassy in Dubai","false"
"Hello, my name is Areg and,i need your help, i need that you book appointment in any Europe country, doesn\\'t matter which one, but we need it early from 6 of June until 27 of june, please contact as soon as you can, and if you can help us it will be great.\nBest regards,Areg.\n","false"
"I am not UAE resident, but I am planning to renew my F1 U.S. visa in Abu Dhabi. My previous visa was also issued in Abu Dhabi. So is it possible for me to do so within a few weeks?","false"
"Am interested to go Europe country am in Dubai long time I have experience driving and Butcher can you have for me opportunity","false"
"Plz help me to get polend","false"
"Could you please send me more information how it's done and how much minimum and maximum we can deposit mount? And what are they benefits? Many thanks \nHaroon Hanif","false"
"I need visa for work permit","false"
"I am applying for Germani visit visa or work permit visa now","false"
"Work visa","false"
"Hi","false"
"Shengen Visa","false"
"My name Muhammad Mustafa I from Pakistan I am working last 18 year in UAE I have Dubai driving license","false"
"How are the payments? For the whole process?","false"
"Hi. I need a Schengen visa for my nanny. Can you help? I will pay a premium for the service. Thanks","false"
"Hi sir","false"
"I need switzerland visa","false"
"Shahin","false"
"i need work permit for dubai","false"
"I need a visa to Germany","false"
"Hi,","false"
"I would like to issue a tourism visa for italy to travel in august. Can you help with booking the appointment from Abu Dhabi.","false"
"UK Visit Visa","false"
"What is the procedures to apply a b1 b2 visa","false"
"expedaite my appointmet visa","false"
"По вопросу паспорта и визы для младенца","false"
"I want to make enquiry about the Schengen visa","false"
"Need a Schengen visa to visit Spain and Portugal mid September","false"
"We are a family of 6 persons 3 adult and three children , looking for tourist / visit visa for Schengen countries. We are planning to travel by July / August","false"
"I need Interview date for USA tourist visa .My travel is 20.06.2024 . I have not got any interview date . Hope you can help me .","false"
"Need help in getting a travel visa to Canada. I had a visa that expired last year .","false"
"Need tourist visa","false"
"I want to go to USA visit visa. Please help me for USA visit visa","false"
"Need consultation on visit visa for family to Portugal","false"
"Tourist visa","false"
"I would like to know why aren’t there any schengen visa appointments available as I have to travel end of august","false"
"I need to apply for schengen Visa ( Italy )\nHow soon can I get the appointment .\nWhat will be the charges.","false"
"US Visit Visa","false"
"Hi , i need your support for work permit support","false"
"Schengen visa","false"
"Purtgal work permit visa how many days we get and how much experience come on this visa","false"
"I can’t tracking my passport","false"
"i want to know about your payments","false"
"Looking vist visa for usa","false"
"USA Visa","false"
"Uk based but work in dubai 2-3 weeks a month","false"
"Apply for schengen","false"
"I need appointment","false"
"Dear Sir/Madam \nI wish to inform you, I need a schengen visa to travel to switzerland , please give me an appointment as soon as possible. \nThank you for your attention. \n","false"
"I’m sorry but you don’t need","false"
"test","false"
"Hi, I am traveling to Scotland on 14 July and need to get 3 visas for myself, my wife and my son. We have South African passports.","false"
"Visa appointment- Greece","false"
"Hi, I need a visa to Spain ASAP. Can you assist with this?","false"
"Good evening May I know what procedures are required to obtain a visa? Greece Paperwork The amount is how much?The visa tops through thank you so much askobasha@gmail.com","false"
"Germany tourists or business meeting attendees","false"
"Please let me know the cost and the nearest appointment","false"
"I need a work permit","false"
"Looking for uk work permit, I\\'m working in hospitality.","false"
"I need to get appointment to apply for visa to France.","false"
"Looking for farm job","false"
"Hello I am light vehicle driver I want to job for Finland","false"
"I would like to apply for B1/B2 visa","false"
"How much cast for visit visa","false"
"i need visa china","false"
"Ватсап","false"
"I’m interested in working in any part of European country or American countries being it south or North American","false"
"Good Day, i need help with booking appointment at vfs for Portugal Long-term visa. Can be both in Dubai and Abu-dhabi, but preference in Dubai. Can you assist on this case? Thank you","false"
"I want to know what\\'s the ways to settled in usa. How much it cast and how long it will take.","false"
"good","false"
"шас уминя украли паспарт в тбилиси у езида пака был дед хасан шас я и другие езиды и зделали здес вес уродский цирк я живу в орхеви окала варкетили","false"
"Contact","false"
"I’m wood carpenter I want job","false"
"Hello,\n\nJust wanted to know if you can help get a tourist visa to the states. Thanks","false"
"I want help in making an appointment at the Spanish Embassy in Dubai","false"
"Dear Sir or Madam, \nI'm writing to inquire about opening a bank account at your esteemed bank. My name is Hazem Abdeen, and I'm a mobile staff member with the International Committee of the Red Cross (ICRC) and a holder of a Syrian nationality.\n\nI've completed three prior missions with the ICRC and currently hold a mobile contract for my current mission in Sanaa, Yemen. I frequently travel to Djibouti, so I can share ICRC Djibouti address for reference.\n\n \nI aim to transfer my ICRC salary to a bank account and am happy to provide any necessary information or collaborate with the process. I can share any documents you require such as:\n \nCurriculum Vitae\nICRC Contract\nConfirmation of Assignment\nPassport Copy\nTitre de Mission\n \n\nQuestions:\n\n \n- Can I open a bank account without having a residency in the UAE?\n- Can I open a bank account completely online?\nIf no, what is required from my end to open a bank account?\n\nThank you for your time and consideration. I look forward to hearing from you soon.\n\n Email: hazemabdeen@live.com\n\nSincerely,\n\nHazem Abdeen","false"
